1.08	6.16706	-0.146608	-8.09717	-0.887405	
1.12	6.25548	-0.13349	-8.08257	-0.85176	
1.16	6.34749	-0.12106	-8.06803	-0.815419	
1.2	6.44321	-0.109333	-8.05358	-0.778438	
1.24	6.54277	-0.0983181	-8.03922	-0.740878	
1.28	6.64631	-0.0880157	-8.02498	-0.702799	
1.32	6.75393	-0.0784202	-8.01085	-0.664261	
1.36	6.86578	-0.0695201	-7.99687	-0.625327	
1.4	6.98199	-0.0612987	-7.98303	-0.586058	
1.44	7.10267	-0.0537347	-7.96936	-0.546517	
1.48	7.22797	-0.0468034	-7.95585	-0.506767	
1.52	7.358	-0.0404768	-7.94251	-0.466873	
1.56	7.49289	-0.0347247	-7.92936	-0.426898	
1.6	7.63278	-0.0295151	-7.91639	-0.386906	
1.64	7.77779	-0.0248149	-7.90362	-0.34696	
1.68	7.92804	-0.0205904	-7.89105	-0.307125	
1.72	8.08367	-0.0168078	-7.87869	-0.267465	
1.76	8.24481	-0.0134334	-7.86653	-0.228043	
1.8	8.41158	-0.0104345	-7.85458	-0.188922	
1.84	8.58411	-0.0077791	-7.84284	-0.150165	
1.88	8.76253	-0.00543644	-7.83131	-0.111833	
1.92	8.94697	-0.00337725	-7.82	-0.0739877	
1.96	9.13755	-0.00157379	-7.80891	-0.0366903	
